,Unnamed: 0,absoluteYardlineNumber,coverage_type,defender,defender_num,defendersInTheBox,defense,down,epa,gameClock,gameDate,gameId,gameTimeEastern,gsis_play_id,homeTeamAbbr,isDefensivePI,numberOfPassRushers,offense,offenseFormation,offensePlayResult,passResult,pass_breakup,pass_coverage,pass_pattern_basic,pass_pattern_by_player,pass_receiver_target,pbu,penaltyCodes,penaltyJerseyNumbers,personnelD,personnelO,playDescription,playId,playResult,playType,poss_team_fixed,possessionTeam,preSnapHomeScore,preSnapVisitorScore,press_players,quarter,receiver,receiver_num,route,route_name,targeted,typeDropback,visitorTeamAbbr,week,yardlineNumber,yardlineSide,yardsToGo
1,1085.0,16.0,MAN,GB 37,37.0,6.0,GB,2.0,-0.7259074377750029,08:09:00,09/30/2018,2018093003.0,13:00:00,395.0,GB,0.0,4.0,BUF,SHOTGUN,0.0,I,,1,-; -; 2; 3; 6,BUF 80 r; BUF 25 flr; BUF 18 2(3); BUF 11 1; BUF 13 6(5),,0.0,,,"2 DL, 3 LB, 6 DB","1 RB, 1 TE, 3 WR",(8:09) (Shotgun) J.Allen pass incomplete short right to Z.Jones.,395.0,0.0,play_type_pass,BUF,BUF,0.0,0.0,GB 23 > BUF 11; GB 37 > BUF 13,1.0,BUF 13,13.0,6,Hitch/Curl,0.0,SCRAMBLE_ROLLOUT_RIGHT,BUF,4.0,6.0,BUF,10.0
0,1086.0,76.0,MAN,BUF 27,27.0,6.0,BUF,3.0,3.17331954568942,04:09:00,09/30/2018,2018093003.0,13:00:00,3637.0,GB,0.0,6.0,GB,SHOTGUN,38.0,C,,1b,9; 3; -; -; 9,GB 82 9; GB 17 3(7); GB 30 kr; GB 89 kr; GB 83 9o,GB 83,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(4:09) (Shotgun) A.Rodgers pass deep right to M.Valdes-Scantling to BUF 28 for 38 yards (R.Lewis).,3637.0,38.0,play_type_pass,GB,GB,19.0,0.0,BUF 27 > GB 82; BUF 38 > GB 83,4.0,GB 82,82.0,9,Go,0.0,TRADITIONAL,BUF,4.0,34.0,GB,3.0
1,4660.0,73.0,MAN,SF 24,24.0,6.0,SF,3.0,-1.7218603631499199,03:50:00,09/30/2018,2018093010.0,16:25:00,2841.0,LAC,0.0,4.0,LAC,SHOTGUN,0.0,I,,2M,3; 9; H4; -; 3,LAC 13 3(15); LAC 81 9s; LAC 28 klh4(2); LAC 85 k; LAC 16 3(15),LAC 16,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(3:50) (Shotgun) P.Rivers pass incomplete short right to Ty.Williams.,2841.0,0.0,play_type_pass,LAC,LAC,26.0,17.0,SF 23 > LAC 16; SF 24 > LAC 81; SF 26 > LAC 13,3.0,LAC 81,81.0,9,Go,0.0,TRADITIONAL,SF,4.0,37.0,LAC,13.0
0,4661.0,86.0,MAN,LAC 20,20.0,4.0,LAC,3.0,-1.4851899559061204,07:03:00,09/30/2018,2018093010.0,16:25:00,3750.0,LAC,0.0,4.0,SF,EMPTY,0.0,I,LAC 26,1,6; 6; 6; 3; 9,SF 84 6o(5); SF 81 6(11); SF 15 6(4); SF 85 36(5)/; SF 22 9,SF 15,0.0,,,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR",(7:03) (Shotgun) C.Beathard pass incomplete short middle to P.Garcon (C.Hayward).,3750.0,0.0,play_type_pass,SF,SF,29.0,27.0,LAC 20 > SF 81; LAC 24 > SF 84; LAC 26 > SF 15; LAC 33 > SF 85,4.0,SF 81,81.0,6,Hitch/Curl,0.0,TRADITIONAL,SF,4.0,24.0,SF,3.0
1,4661.0,86.0,MAN,LAC 24,24.0,4.0,LAC,3.0,-1.4851899559061204,07:03:00,09/30/2018,2018093010.0,16:25:00,3750.0,LAC,0.0,4.0,SF,EMPTY,0.0,I,LAC 26,1,6; 6; 6; 3; 9,SF 84 6o(5); SF 81 6(11); SF 15 6(4); SF 85 36(5)/; SF 22 9,SF 15,0.0,,,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR",(7:03) (Shotgun) C.Beathard pass incomplete short middle to P.Garcon (C.Hayward).,3750.0,0.0,play_type_pass,SF,SF,29.0,27.0,LAC 20 > SF 81; LAC 24 > SF 84; LAC 26 > SF 15; LAC 33 > SF 85,4.0,SF 84,84.0,6,Hitch/Curl,0.0,TRADITIONAL,SF,4.0,24.0,SF,3.0
0,4813.0,88.0,MAN,JAX 21,21.0,6.0,JAX,3.0,1.4816180256281697,06:15:00,09/30/2018,2018093005.0,13:00:00,2574.0,JAX,0.0,6.0,NYJ,SHOTGUN,12.0,C,,1b,9; 7; 3; -; X,NYJ 11 9; NYJ 10 7(8); NYJ 81 c1; NYJ 20 kr; NYJ 89 cxd(3),NYJ 10,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(6:15) (Shotgun) S.Darnold pass incomplete short left to J.Kearse. New York Jets challenged the incomplete pass ruling, and the play was REVERSED. (Shotgun) S.Darnold pass short left to J.Kearse ran ob at JAX 10 for 12 yards.",2574.0,12.0,play_type_pass,NYJ,NYJ,18.0,0.0,JAX 21 > NYJ 11; JAX 23 > NYJ 10,3.0,NYJ 11,11.0,9,Go,0.0,SCRAMBLE_ROLLOUT_LEFT,NYJ,4.0,22.0,JAX,9.0
2,4661.0,86.0,MAN,LAC 26,26.0,4.0,LAC,3.0,-1.4851899559061204,07:03:00,09/30/2018,2018093010.0,16:25:00,3750.0,LAC,0.0,4.0,SF,EMPTY,0.0,I,LAC 26,1,6; 6; 6; 3; 9,SF 84 6o(5); SF 81 6(11); SF 15 6(4); SF 85 36(5)/; SF 22 9,SF 15,1.0,,,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR",(7:03) (Shotgun) C.Beathard pass incomplete short middle to P.Garcon (C.Hayward).,3750.0,0.0,play_type_pass,SF,SF,29.0,27.0,LAC 20 > SF 81; LAC 24 > SF 84; LAC 26 > SF 15; LAC 33 > SF 85,4.0,SF 15,15.0,6,Hitch/Curl,1.0,TRADITIONAL,SF,4.0,24.0,SF,3.0
0,4662.0,77.0,MAN,NYJ 21,21.0,6.0,NYJ,3.0,2.05845369895122,11:53:00,09/30/2018,2018093005.0,13:00:00,924.0,JAX,0.0,5.0,JAX,SHOTGUN,20.0,C,,1b,9; -; 8; X; 9,JAX 10 9o; JAX 24 kr; JAX 88 8(10); JAX 12 xd(3); JAX 84 9,JAX 12,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR",(11:53) (Shotgun) B.Bortles pass short middle to D.Westbrook to NYJ 13 for 20 yards (M.Maye).,924.0,20.0,play_type_pass,JAX,JAX,3.0,0.0,NYJ 21 > JAX 10,2.0,JAX 10,10.0,9,Go,0.0,TRADITIONAL,NYJ,4.0,33.0,NYJ,5.0
0,4816.0,68.0,MAN,NYJ 21,21.0,6.0,NYJ,2.0,1.14371702824344,07:13:00,09/30/2018,2018093005.0,13:00:00,3824.0,JAX,0.0,5.0,JAX,SHOTGUN,14.0,C,,1b,6; -; 4; X; 9,JAX 10 6o(14); JAX 24 kr; JAX 81 4(13); JAX 12 xd(3); JAX 17 9o,JAX 12,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(7:13) (Shotgun) B.Bortles pass short left to D.Westbrook to NYJ 28 for 14 yards (M.Maye).,3824.0,14.0,play_type_pass,JAX,JAX,25.0,12.0,NYJ 21 > JAX 10; NYJ 22 > JAX 17; NYJ 41 > JAX 12,4.0,JAX 10,10.0,6,Hitch/Curl,0.0,SCRAMBLE,NYJ,4.0,42.0,NYJ,8.0
1,4816.0,68.0,MAN,NYJ 22,22.0,6.0,NYJ,2.0,1.14371702824344,07:13:00,09/30/2018,2018093005.0,13:00:00,3824.0,JAX,0.0,5.0,JAX,SHOTGUN,14.0,C,,1b,6; -; 4; X; 9,JAX 10 6o(14); JAX 24 kr; JAX 81 4(13); JAX 12 xd(3); JAX 17 9o,JAX 12,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(7:13) (Shotgun) B.Bortles pass short left to D.Westbrook to NYJ 28 for 14 yards (M.Maye).,3824.0,14.0,play_type_pass,JAX,JAX,25.0,12.0,NYJ 21 > JAX 10; NYJ 22 > JAX 17; NYJ 41 > JAX 12,4.0,JAX 17,17.0,9,Go,0.0,SCRAMBLE,NYJ,4.0,42.0,NYJ,8.0
0,4818.0,90.0,MAN,JAX 23,23.0,6.0,JAX,3.0,-1.31568328278686,04:38:00,09/30/2018,2018093005.0,13:00:00,4014.0,JAX,0.0,6.0,NYJ,SHOTGUN,0.0,I,,1b,5; 9; -; 9; 3,NYJ 81 5(11); NYJ 86 9so; NYJ 20 kl; NYJ 10 9so; NYJ 11 3(11),,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(4:38) (Shotgun) S.Darnold pass incomplete short right to R.Anderson.,4014.0,0.0,play_type_pass,NYJ,NYJ,25.0,12.0,JAX 23 > NYJ 10; JAX 39 > NYJ 86,4.0,NYJ 10,10.0,9,Go,0.0,TRADITIONAL,NYJ,4.0,20.0,NYJ,6.0
0,4811.0,70.0,MAN,NYJ 21,21.0,7.0,NYJ,3.0,2.51718352218511,02:35:00,09/30/2018,2018093005.0,13:00:00,4185.0,JAX,0.0,6.0,JAX,SHOTGUN,20.0,C,,1b,6; -; 4; X; 8,JAX 10 6o(9); JAX 24 kr; JAX 81 4(13); JAX 12 xd(4); JAX 17 8(10),JAX 12,0.0,UNRd,NYJ 33,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR","(2:35) (Shotgun) B.Bortles pass short middle to D.Westbrook to NYJ 20 for 20 yards (J.Adams). PENALTY on NYJ-J.Adams, Unnecessary Roughness, 10 yards, enforced at NYJ 20.",4185.0,30.0,play_type_pass,JAX,JAX,25.0,12.0,NYJ 21 > JAX 10,4.0,JAX 10,10.0,6,Hitch/Curl,0.0,TRADITIONAL,NYJ,4.0,40.0,NYJ,1.0
0,790.0,82.0,MAN,MIN 21,21.0,6.0,MIN,2.0,-0.627772630307042,02:59:00,09/27/2018,2018092700.0,20:20:00,3990.0,LA,0.0,5.0,LA,SINGLEBACK,0.0,I,,1,8; X; H0; X; 6,LA 18 8(17); LA 12 xo(9); LA 30 frh0(-3); LA 89 klxu(-3); LA 17 6(20),,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(2:59) J.Goff pass incomplete short middle to T.Gurley [S.Richardson].,3990.0,0.0,play_type_pass,LA,LA,38.0,31.0,MIN 21 > LA 17; MIN 29 > LA 12,4.0,LA 17,17.0,6,Hitch/Curl,0.0,SCRAMBLE_ROLLOUT_RIGHT,MIN,4.0,28.0,LA,7.0
1,1118.0,68.0,MAN,GB 38,38.0,6.0,GB,3.0,-1.58148656567792,00:33:00,09/30/2018,2018093003.0,13:00:00,3918.0,GB,0.0,6.0,BUF,SHOTGUN,-8.0,S,,1b,9; -; X; 6; 8,BUF 16 9; BUF 33 kl; BUF 80 xo(8); BUF 14 26(6); BUF 11 8i(10),,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR","(:33) (No Huddle, Shotgun) J.Allen sacked at 50 for -8 yards (K.Fackrell).",3918.0,-8.0,play_type_sack,BUF,BUF,22.0,0.0,GB 28 > BUF 11; GB 38 > BUF 16,4.0,BUF 16,16.0,9,Go,0.0,TRADITIONAL,BUF,4.0,42.0,GB,3.0
1,1124.0,61.0,MAN,GB 38,38.0,6.0,GB,1.0,0.8637634065164141,04:57:00,09/30/2018,2018093003.0,13:00:00,3383.0,GB,0.0,4.0,BUF,SHOTGUN,15.0,C,,1,6; X; H3; 6; 8,BUF 13 6(11); BUF 14 xd(2); BUF 25 h3(-5); BUF 85 6(10); BUF 11 8(11),BUF 11,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR","(4:57) (No Huddle, Shotgun) J.Allen pass short middle to Z.Jones to GB 34 for 15 yards (J.Jackson).",3383.0,15.0,play_type_pass,BUF,BUF,19.0,0.0,GB 35 > BUF 14; GB 38 > BUF 13,4.0,BUF 13,13.0,6,Hitch/Curl,0.0,TRADITIONAL,BUF,4.0,49.0,GB,10.0
0,1127.0,29.0,MAN,GB 23,23.0,6.0,GB,1.0,0.0729340242066981,14:55:00,09/30/2018,2018093003.0,13:00:00,58.0,GB,0.0,5.0,BUF,SHOTGUN,7.0,C,,1b,6; H3; 3; 6; 6,BUF 85 6(3); BUF 25 h3(-3); BUF 11 1; BUF 18 26(5); BUF 13 6(5),BUF 25,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(14:55) (Shotgun) J.Allen pass short left to L.McCoy to BUF 26 for 7 yards (B.Martinez).,58.0,7.0,play_type_pass,BUF,BUF,0.0,0.0,GB 23 > BUF 18,1.0,BUF 18,18.0,6,Hitch/Curl,0.0,TRADITIONAL,BUF,4.0,19.0,BUF,10.0
0,1128.0,68.0,MAN,GB 37,37.0,6.0,GB,3.0,-2.17797896211486,03:37:00,09/30/2018,2018093003.0,13:00:00,2673.0,GB,0.0,5.0,BUF,SHOTGUN,-7.0,S,,1b,8; -; 6; 3; 9,BUF 16 8s(13); BUF 33 kr; BUF 11 6(6); BUF 85 1; BUF 18 9si,,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR",(3:37) (Shotgun) J.Allen sacked at BUF 35 for -7 yards (R.Gilbert).,2673.0,-7.0,play_type_sack,BUF,BUF,19.0,0.0,GB 37 > BUF 18,3.0,BUF 18,18.0,9,Go,0.0,SCRAMBLE,BUF,4.0,42.0,BUF,4.0
0,4805.0,74.0,MAN,NYJ 22,22.0,6.0,NYJ,3.0,-0.647987899058473,00:38:00,09/30/2018,2018093005.0,13:00:00,1774.0,JAX,0.0,6.0,JAX,SHOTGUN,0.0,I,,1b,X; H3; 8; 4; 9,JAX 10 xd(3); JAX 24 h3(-5); JAX 88 8(10)/; JAX 12 4i(9); JAX 84 9o,JAX 88,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(:38) (Shotgun) B.Bortles pass incomplete short middle to A.Seferian-Jenkins.,1774.0,0.0,play_type_pass,JAX,JAX,13.0,0.0,NYJ 22 > JAX 84; NYJ 27 > JAX 10; NYJ 41 > JAX 12,2.0,JAX 84,84.0,9,Go,0.0,TRADITIONAL,NYJ,4.0,36.0,NYJ,5.0
0,1140.0,37.0,MAN,BUF 24,24.0,6.0,BUF,3.0,2.59918753959289,04:46:00,09/30/2018,2018093003.0,13:00:00,1455.0,GB,0.0,6.0,GB,SHOTGUN,25.0,C,,1b,9; 9; -; 9; 2,GB 83 9; GB 81 9s; GB 30 kl; GB 80 9s; GB 17 2(3),GB 17,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(4:46) (Shotgun) A.Rodgers pass short middle to D.Adams ran ob at BUF 48 for 25 yards (R.Lewis).,1455.0,25.0,play_type_pass,GB,GB,13.0,0.0,BUF 24 > GB 81; BUF 27 > GB 17; BUF 38 > GB 83,2.0,GB 81,81.0,9,Go,0.0,TRADITIONAL,BUF,4.0,27.0,GB,4.0
2,1140.0,37.0,MAN,BUF 38,38.0,6.0,BUF,3.0,2.59918753959289,04:46:00,09/30/2018,2018093003.0,13:00:00,1455.0,GB,0.0,6.0,GB,SHOTGUN,25.0,C,,1b,9; 9; -; 9; 2,GB 83 9; GB 81 9s; GB 30 kl; GB 80 9s; GB 17 2(3),GB 17,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(4:46) (Shotgun) A.Rodgers pass short middle to D.Adams ran ob at BUF 48 for 25 yards (R.Lewis).,1455.0,25.0,play_type_pass,GB,GB,13.0,0.0,BUF 24 > GB 81; BUF 27 > GB 17; BUF 38 > GB 83,2.0,GB 83,83.0,9,Go,0.0,TRADITIONAL,BUF,4.0,27.0,GB,4.0
0,4806.0,35.0,MAN,JAX 20,20.0,7.0,JAX,1.0,-1.53998292842153,03:40:00,09/30/2018,2018093005.0,13:00:00,2923.0,JAX,0.0,5.0,NYJ,SHOTGUN,-10.0,S,,1b,4; 9; 3; -; 5,NYJ 81 4(6); NYJ 10 9s; NYJ 89 3(13); NYJ 20 kr; NYJ 11 5o(12),,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(3:40) (Shotgun) S.Darnold sacked at NYJ 15 for -10 yards (B.Church).,2923.0,-10.0,play_type_sack,NYJ,NYJ,25.0,3.0,JAX 20 > NYJ 11,3.0,NYJ 11,11.0,5,Comeback,0.0,TRADITIONAL,NYJ,4.0,25.0,NYJ,10.0
1,4807.0,72.0,MAN,JAX 39,39.0,5.0,JAX,1.0,-0.15467506252801502,08:41:00,09/30/2018,2018093005.0,13:00:00,1087.0,JAX,0.0,4.0,NYJ,EMPTY,5.0,C,,1,6; 9; 3; 8; 6,NYJ 89 6o(5); NYJ 10 9s; NYJ 81 21(3); NYJ 11 8s(14); NYJ 29 6(7),NYJ 81,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(8:41) (Shotgun) S.Darnold pass short left to Q.Enunwa to NYJ 43 for 5 yards (T.Patmon).,1087.0,5.0,play_type_pass,NYJ,NYJ,6.0,0.0,JAX 23 > NYJ 81; JAX 39 > NYJ 89,2.0,NYJ 89,89.0,6,Hitch/Curl,0.0,TRADITIONAL,NYJ,4.0,38.0,NYJ,10.0
0,4809.0,74.0,MAN,NYJ 27,27.0,6.0,NYJ,2.0,-0.330992899809591,00:43:00,09/30/2018,2018093005.0,13:00:00,1752.0,JAX,0.0,6.0,JAX,SHOTGUN,0.0,I,,1b,9; 3; -; 3; 6,JAX 84 9; JAX 88 36(4); JAX 24 kr; JAX 12 3(6); JAX 10 6(5),,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(:43) (Shotgun) B.Bortles pass incomplete short middle to A.Seferian-Jenkins (H.Anderson). Jaguars player 68 batted the deflected pass to the ground.,1752.0,0.0,play_type_pass,JAX,JAX,13.0,0.0,NYJ 27 > JAX 84; NYJ 41 > JAX 12,2.0,JAX 84,84.0,9,Go,0.0,TRADITIONAL,NYJ,4.0,36.0,NYJ,5.0
0,4810.0,70.0,MAN,NYJ 22,22.0,6.0,NYJ,3.0,-1.50396535287414,13:17:00,09/30/2018,2018093005.0,13:00:00,2038.0,JAX,0.0,4.0,JAX,SHOTGUN,4.0,C,,1,3; H3; 8; 9; 2,JAX 10 21(2); JAX 24 klh3(-5); JAX 12 8(8); JAX 84 9so; JAX 81 2(0),JAX 81,0.0,,,"3 DL, 2 LB, 6 DB","1 RB, 1 TE, 3 WR",(13:17) (Shotgun) B.Bortles pass short right to N.Paul to JAX 44 for 4 yards (J.Adams).,2038.0,4.0,play_type_pass,JAX,JAX,16.0,0.0,NYJ 22 > JAX 84; NYJ 27 > JAX 10; NYJ 41 > JAX 12,3.0,JAX 84,84.0,9,Go,0.0,TRADITIONAL,NYJ,4.0,40.0,JAX,6.0
2,2710.0,24.0,MAN,ATL 23,23.0,6.0,ATL,1.0,-0.18004116068828896,09:19:00,09/30/2018,2018093000.0,13:00:00,3495.0,ATL,0.0,3.0,CIN,SHOTGUN,0.0,I,ATL 23,1,9; -; -; -; 9,CIN 18 99(19); CIN 83 r; CIN 32 fl; CIN 87 r; CIN 12 9o,CIN 18,1.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(9:19) (Shotgun) A.Dalton pass incomplete short left to A.Green (R.Alford).,3495.0,0.0,play_type_pass,CIN,CIN,33.0,28.0,ATL 20 > CIN 12; ATL 21 > CIN 83; ATL 23 > CIN 18,4.0,CIN 18,18.0,9,Go,1.0,TRADITIONAL,CIN,4.0,14.0,ATL,10.0
0,3017.0,73.0,MAN,ATL 20,20.0,7.0,ATL,1.0,-5.86292247510557,01:53:00,09/30/2018,2018093000.0,13:00:00,2991.0,ATL,0.0,4.0,CIN,SHOTGUN,0.0,IN,,2M,4; H7; 6; 9; 6,CIN 18 4i(9); CIN 25 ch76(-3); CIN 81 6o(9); CIN 83 9y; CIN 12 6(2),CIN 81,0.0,FMM;HC,ATL 27;CIN 12,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR","(1:53) (Shotgun) A.Dalton pass short middle intended for T.Kroft INTERCEPTED by D.Kazee at ATL 23. D.Kazee ran ob at ATL 46 for 23 yards (A.Erickson). Penalty on ATL-D.Kazee, Face Mask (15 Yards), offsetting, enforced at ATL 46. Penalty on CIN-A.Erickson, Horse Collar Tackle, offsetting.",2991.0,0.0,play_type_pass,CIN,CIN,27.0,28.0,ATL 20 > CIN 12; ATL 21 > CIN 83; ATL 23 > CIN 18,3.0,CIN 12,12.0,6,Hitch/Curl,0.0,TRADITIONAL,CIN,4.0,37.0,ATL,10.0
1,3017.0,73.0,MAN,ATL 21,21.0,7.0,ATL,1.0,-5.86292247510557,01:53:00,09/30/2018,2018093000.0,13:00:00,2991.0,ATL,0.0,4.0,CIN,SHOTGUN,0.0,IN,,2M,4; H7; 6; 9; 6,CIN 18 4i(9); CIN 25 ch76(-3); CIN 81 6o(9); CIN 83 9y; CIN 12 6(2),CIN 81,0.0,FMM;HC,ATL 27;CIN 12,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR","(1:53) (Shotgun) A.Dalton pass short middle intended for T.Kroft INTERCEPTED by D.Kazee at ATL 23. D.Kazee ran ob at ATL 46 for 23 yards (A.Erickson). Penalty on ATL-D.Kazee, Face Mask (15 Yards), offsetting, enforced at ATL 46. Penalty on CIN-A.Erickson, Horse Collar Tackle, offsetting.",2991.0,0.0,play_type_pass,CIN,CIN,27.0,28.0,ATL 20 > CIN 12; ATL 21 > CIN 83; ATL 23 > CIN 18,3.0,CIN 83,83.0,9,Go,0.0,TRADITIONAL,CIN,4.0,37.0,ATL,10.0
0,3018.0,47.0,MAN,ATL 20,20.0,5.0,ATL,2.0,1.1885323847565301,11:24:00,09/30/2018,2018093000.0,13:00:00,3347.0,ATL,0.0,4.0,CIN,EMPTY,16.0,C,,2M,6; 9; X; 9; 0,CIN 12 6o(2); CIN 83 9y; CIN 87 x6(7); CIN 18 9bo(12); CIN 25 0(-2),CIN 18,0.0,DH,ATL 23,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR","(11:24) (Shotgun) A.Dalton pass short right to A.Green pushed ob at ATL 21 for 16 yards (R.Alford). Penalty on ATL-R.Alford, Defensive Holding, declined.",3347.0,16.0,play_type_pass,CIN,CIN,33.0,28.0,ATL 20 > CIN 12; ATL 21 > CIN 83; ATL 23 > CIN 18; ATL 42 > CIN 25; ATL 59 > CIN 87,4.0,CIN 12,12.0,6,Hitch/Curl,0.0,TRADITIONAL,CIN,4.0,37.0,ATL,10.0
1,3018.0,47.0,MAN,ATL 21,21.0,5.0,ATL,2.0,1.1885323847565301,11:24:00,09/30/2018,2018093000.0,13:00:00,3347.0,ATL,0.0,4.0,CIN,EMPTY,16.0,C,,2M,6; 9; X; 9; 0,CIN 12 6o(2); CIN 83 9y; CIN 87 x6(7); CIN 18 9bo(12); CIN 25 0(-2),CIN 18,0.0,DH,ATL 23,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR","(11:24) (Shotgun) A.Dalton pass short right to A.Green pushed ob at ATL 21 for 16 yards (R.Alford). Penalty on ATL-R.Alford, Defensive Holding, declined.",3347.0,16.0,play_type_pass,CIN,CIN,33.0,28.0,ATL 20 > CIN 12; ATL 21 > CIN 83; ATL 23 > CIN 18; ATL 42 > CIN 25; ATL 59 > CIN 87,4.0,CIN 83,83.0,9,Go,0.0,TRADITIONAL,CIN,4.0,37.0,ATL,10.0
2,3018.0,47.0,MAN,ATL 23,23.0,5.0,ATL,2.0,1.1885323847565301,11:24:00,09/30/2018,2018093000.0,13:00:00,3347.0,ATL,0.0,4.0,CIN,EMPTY,16.0,C,,2M,6; 9; X; 9; 0,CIN 12 6o(2); CIN 83 9y; CIN 87 x6(7); CIN 18 9bo(12); CIN 25 0(-2),CIN 18,0.0,DH,ATL 23,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR","(11:24) (Shotgun) A.Dalton pass short right to A.Green pushed ob at ATL 21 for 16 yards (R.Alford). Penalty on ATL-R.Alford, Defensive Holding, declined.",3347.0,16.0,play_type_pass,CIN,CIN,33.0,28.0,ATL 20 > CIN 12; ATL 21 > CIN 83; ATL 23 > CIN 18; ATL 42 > CIN 25; ATL 59 > CIN 87,4.0,CIN 18,18.0,9,Go,1.0,TRADITIONAL,CIN,4.0,37.0,ATL,10.0
1,3004.0,75.0,MAN,ATL 23,23.0,5.0,ATL,3.0,1.9364888452807099,01:33:00,09/30/2018,2018093000.0,13:00:00,842.0,ATL,0.0,6.0,CIN,SHOTGUN,17.0,C,,1b,9; -; H2; X; X,CIN 18 9y; CIN 85 k; CIN 25 h2(-8); CIN 15 xd(2); CIN 83 xd(4),CIN 25,0.0,,,"3 DL, 2 LB, 6 DB","1 RB, 1 TE, 3 WR",(1:33) (Shotgun) A.Dalton pass short right to G.Bernard pushed ob at ATL 18 for 17 yards (D.Kazee).,842.0,17.0,play_type_pass,CIN,CIN,7.0,7.0,ATL 21 > CIN 15; ATL 23 > CIN 18,1.0,CIN 18,18.0,9,Go,0.0,TRADITIONAL,CIN,4.0,35.0,ATL,6.0
0,3020.0,45.0,MAN,ATL 20,20.0,6.0,ATL,2.0,-0.394477322751798,01:30:00,09/30/2018,2018093000.0,13:00:00,4211.0,ATL,0.0,4.0,CIN,SHOTGUN,0.0,I,,2M,4; H5; 3; 3; 9,CIN 18 4i(13); CIN 32 h5(3); CIN 87 c1; CIN 83 3(13); CIN 16 9o,,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR","(1:30) (Shotgun) A.Dalton sacked at ATL 43 for -8 yards (V.Beasley). FUMBLES (V.Beasley), and recovers at ATL 43. A.Dalton to ATL 43 for no gain (JA.Crawford). The Replay Official reviewed the fumble ruling, and the play was REVERSED. (Shotgun) A.Dalton pass incomplete short middle to T.Boyd.",4211.0,0.0,play_type_pass,CIN,CIN,36.0,31.0,ATL 20 > CIN 16; ATL 23 > CIN 18; ATL 59 > CIN 87,4.0,CIN 16,16.0,9,Go,0.0,TRADITIONAL,CIN,4.0,35.0,ATL,8.0
1,3015.0,52.0,MAN,ATL 23,23.0,4.0,ATL,3.0,2.27740043223815,10:22:00,09/30/2018,2018093000.0,13:00:00,2547.0,ATL,0.0,4.0,CIN,SHOTGUN,13.0,C,,1,9; 6; H3; 7; 4,CIN 12 9o; CIN 18 6(6); CIN 25 ch3(-12); CIN 87 7o(13); CIN 83 34(3),CIN 83,0.0,,,"3 DL, 2 LB, 6 DB","1 RB, 1 TE, 3 WR",(10:22) (Shotgun) A.Dalton pass short right to T.Boyd to ATL 45 for 13 yards (I.Oliver).,2547.0,13.0,play_type_pass,CIN,CIN,27.0,28.0,ATL 21 > CIN 18; ATL 23 > CIN 12; ATL 59 > CIN 87,3.0,CIN 12,12.0,9,Go,0.0,TRADITIONAL,CIN,4.0,42.0,CIN,6.0
